locality_id,locality_name,country,latitude,longitude,cluster,query_elements,reported_ree_elements,mindat_locality_url
456220,"Bachi REE deposit, Mei Co., Meizhou, Guangdong, China",China,24.285,116.0,0,Ce,Ce,https://www.mindat.org/loc-456220.html
334142,"Centrall Yunnan Province (Yenanchang), Yuanmou County, Chuxiong, Yunnan, China",China,25.5,102.0,0,Ce,Ce,https://www.mindat.org/loc-334142.html
462869,"Dagelegouxi carbonatite-hosted REE-Nb deposit, Dulan County, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, China",China,36.29302147,95.83551908,0,Ce,Ce,https://www.mindat.org/loc-462869.html
185903,"Dahu Mine (Dahuyu Mine), Lingbao City, Sanmenxia, Henan, China",China,34.4286111111,110.608055556,0,Ce,Ce,https://www.mindat.org/loc-185903.html
298329,"Diaoyutai, Wafangdian City, Dalian, Liaoning, China",China,39.505277777778,121.625,0,Ce,Ce,https://www.mindat.org/loc-298329.html
27657,"Funan Au deposit (Bunan), Zhaoyuan City, Yantai, Shandong, China",China,37.4036111111,120.271111111,0,Ce,Ce,https://www.mindat.org/loc-27657.html
30679,"Garnetite outcrop, Zhimafang, Donghai Co., Lianyungang, Jiangsu, China",China,34.4541666667,118.816388889,0,Ce,Ce,https://www.mindat.org/loc-30679.html
419690,"Gejiu intrusion, Gejiu City, Honghe, Yunnan, China",China,23.494444444444,103.07805555556,0,Ce; La,La; Ce,https://www.mindat.org/loc-419690.html
423504,"Huangjiagou NYF pegmatites, Huazhou District, Weinan, Shaanxi, China",China,34.416666666667,109.75,0,Ce,Ce,https://www.mindat.org/loc-423504.html
156803,"Huangjiawan Mine, Zunyi Ni-Mo-PGE-Au ore field, Bozhou District, Zunyi, Guizhou, China",China,27.667733333333,106.68166944444,0,Ce; La,La; Ce,https://www.mindat.org/loc-156803.html
232480,"Huangshan Nb-Ta deposit, Lingshan complex, Hengfeng Co., Shangrao, Jiangxi, China",China,28.600555555556,117.69694444444,0,Ce,Ce,https://www.mindat.org/loc-232480.html
143554,"Huatong Mine (Huatungkou Mine), Wafangdian City, Dalian, Liaoning, China",China,40.0363888889,121.921944444,0,Ce,Ce,https://www.mindat.org/loc-143554.html
157034,"Jianfengling Nb-Ta-Sn deposit, Xianghualing Sn-polymetallic ore field, Linwu Co., Chenzhou, Hunan, China",China,25.423224684049,112.53410323938,0,Ce,Ce,https://www.mindat.org/loc-157034.html
445085,"Jiaolesayi pegmatite, Lenghu Co., Mangnai City (Mangya Co.), Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, China",China,39.191666666667,93.55,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-445085.html
457377,"Jiaping REE deposit, Lingshan Co., Qinzhou, Guangxi, China",China,22.444668051657,109.40032656402,0,Ce,Ce,https://www.mindat.org/loc-457377.html
732,"Koktokay pegmatite field (Keketuohai pegmatite field), Fuyun Co. (Koktokay Co.), Altay Prefecture (Aletai Prefecture), Ili Kazakh Autonomous Prefecture, Xinjiang, China",China,47.214166666667,89.813611111111,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-732.html
334050,"Lijiahe, Wangcang County, Guangyuan, Sichuan, China",China,32.466666666667,106.66666666667,0,Ce,Ce,https://www.mindat.org/loc-334050.html
230282,"Longbaoshan Mine, Lanling County, Linyi, Shandong, China",China,34.981666666667,117.78666666667,0,Ce,Ce,https://www.mindat.org/loc-230282.html
405479,"Moxuanxueite type locality, Gejiu Sn-polymetallic ore field, Gejiu City, Honghe, Yunnan, China",China,23.494444444444,103.07805555556,0,Ce; La,La; Ce,https://www.mindat.org/loc-405479.html
263087,"Nanyang, Huaping County, Lijiang, Yunnan, China",China,26.7716666667,101.453611111,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-263087.html
154558,"Pegmatite No. 31, Nanping pegmatite field, Yanping District, Nanping, Fujian, China",China,26.6572222222,118.102222222,0,Ce,Ce,https://www.mindat.org/loc-154558.html
234680,"Puxiong regolith-hosted REE deposit, Puxiong, Jianshui County, Honghe, Yunnan, China",China,23.491666666667,103.05833333333,0,Ce; La,La; Ce,https://www.mindat.org/loc-234680.html
185612,"Qianhe Au deposit, Dongwan gold field, Song County, Luoyang, Henan, China",China,34.7708333333,111.85,0,Ce,Ce,https://www.mindat.org/loc-185612.html
135032,"Qiuling Au-Hg-Sb deposit, Jinlongshan Au ore field, Zhen'an County, Shangluo, Shaanxi, China",China,33.2083333333,109.033333333,0,Ce,Ce,https://www.mindat.org/loc-135032.html
225255,"Shaxiongdong carbonatite, Shennongjia Forest District, Shiyan, Hubei, China",China,32.153888888889,110.31305555556,0,Ce,Ce,https://www.mindat.org/loc-225255.html
458159,"Suoluogou Au Deposit, Muli County, Liangshan Yi, Sichuan, China",China,28.4,101.00277777778,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-458159.html
225538,"Taihe intrusion, Xichang County, Liangshan Yi, Sichuan, China",China,27.9,102.01666666667,0,Ce,Ce,https://www.mindat.org/loc-225538.html
334703,"Taohuadao, Putuo District, Zhoushan, Zhejiang, China",China,29.8,122.28333333333,0,Ce,Ce,https://www.mindat.org/loc-334703.html
143938,"Taohualashan REE deposit (Taohuashan REE deposit), Alxa Right Banner (Alashan Youqi), Alxa League (Alashan Prefecture), Inner Mongolia, China",China,39.166666666667,101.33333333333,0,Ce,Ce,https://www.mindat.org/loc-143938.html
423802,"Tianbao Nb(-REE) deposit, Zhuxi Co., Shiyan, Hubei, China",China,32.025,109.83333333333,0,Ce,Ce,https://www.mindat.org/loc-423802.html
470763,"Xianling mining area, Changhua, Lin'an District, Hangzhou, Zhejiang, China",China,30.241666666667,118.96166666667,0,Ce,Ce,https://www.mindat.org/loc-470763.html
442012,"Xiaoshan Au deposit, Shanzhou District, Sanmenxia, Henan, China",China,34.594444444444,111.27361111111,0,Ce,Ce,https://www.mindat.org/loc-442012.html
157955,"Xinhua P-REE deposit, Zhijin County, Bijie, Guizhou, China",China,26.7,105.75,0,Ce,Ce,https://www.mindat.org/loc-157955.html
144545,"Yangdun REE deposit, Pucheng County, Nanping, Fujian, China",China,27.8333333333,118.5,0,Ce,Ce,https://www.mindat.org/loc-144545.html
224625,"Yangfang complex, Mingxi County, Sanming, Fujian, China",China,26.4,117.23333333333,0,Ce,Ce,https://www.mindat.org/loc-224625.html
143862,"Zhajistan U deposit (Zajistan U deposit; Thajistan U deposit; Wuyiyi U deposit; U deposit No. 511), Chabucha'er Xibo Co. (Qapqal Xibe Co.; Chapchal Shibe Co.), Ili Kazakh Autonomous Prefecture, Xinjiang, China",China,43.604792098017,81.285610198975,0,Ce,Ce,https://www.mindat.org/loc-143862.html
333310,"5th versta deposit, Kaslinsky District, Chelyabinsk Oblast, Russia",Russia,55.900833333333,60.687777777778,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-333310.html
2665,"Afrikanda complex, Murmansk Oblast, Russia",Russia,67.4313380124,32.755561161,0,Ce,Ce,https://www.mindat.org/loc-2665.html
2616,"Akhmatov mine, Magnitka, Kusinsky District, Chelyabinsk Oblast, Russia",Russia,55.304166666667,59.656111111111,0,Ce,Ce,https://www.mindat.org/loc-2616.html
2705,"Alakurtti pegmatite, Northern Karelia, Murmansk Oblast, Russia",Russia,66.95,30.3,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-2705.html
271659,"Anomal’niy Cu-PGE deposit, Konder alkaline-ultrabasic massif, Ayano-Maysky district, Khabarovsk Krai, Russia",Russia,57.579196940245,134.63693618774,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-271659.html
226359,"Arbarastakh complex, Sakha, Russia",Russia,56.51,131.31,0,Ce,Ce,https://www.mindat.org/loc-226359.html
125629,"Aryskan REE deposit, Todzhinsky District, Tuva, Russia",Russia,53.4841666667,96.7055555556,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-125629.html
210859,"Astrophyllite Stream, Eveslogchorr Mt, Murmansk Oblast, Russia",Russia,67.65,33.8333333333,0,Ce,Ce,https://www.mindat.org/loc-210859.html
2682,"Aykuayvenchorr Mt. (Aikuaivenchorr Mt.; Aikuaiventchorr Mt.), Murmansk Oblast, Russia",Russia,67.608140631407,33.781714439392,0,Ce; La,La; Ce,https://www.mindat.org/loc-2682.html
404610,"Babaryk VHMS occurrence (Babarykinskoye Pb-Zn-Cu occurrence), Verkhneuralsky District, Chelyabinsk Oblast, Russia",Russia,53.58904057102,59.313814037716,0,Ce,Ce,https://www.mindat.org/loc-404610.html
2714,"Bazhenovskoye deposit, Asbest, Sverdlovsk Oblast, Russia",Russia,57.0833333333,61.5,0,Ce,Ce,https://www.mindat.org/loc-2714.html
195824,"Berezitovy mine (Berezitovoe; Konstantinovskii), Urusha-Oldoi ore district, Amur Oblast, Russia",Russia,54.470636152454,122.97915458679,0,Ce,Ce,https://www.mindat.org/loc-195824.html
17865,"Bolshoi Punkaruaiv Mountain, Lovozersky District, Murmansk Oblast, Russia",Russia,67.7629057,34.9804664,0,Ce; La,La; Ce,https://www.mindat.org/loc-17865.html
439355,"Borehole #10855, Verkhne-Shugorskoe bauxite deposit, Timan Range, Komi Republic, Russia",Russia,64.4,51.066666666667,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-439355.html
333311,"Borzovsky deposit, Kaslinsky District, Chelyabinsk Oblast, Russia",Russia,55.847052207376,60.569490718441,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-333311.html
457484,"Buluktaevskoe Mo–W deposit, Dzhida W-Mo District, Zakamensky District, Buryatia, Russia",Russia,50.310830959917,104.34861833334,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-457484.html
22684,"Carbonatite Stock in the vicinity of Tul'ilukht Bay, Murmansk Oblast, Russia",Russia,67.7585743564,34.2198082225,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-22684.html
304872,"Dahunur (Dahu-Nur) massif, Sangilen Upland, Tuva, Russia",Russia,50.351666666667,96.7525,0,Ce,Ce,https://www.mindat.org/loc-304872.html
309424,"Dikoe Occurrence, Greater Eastern Litsa ore field, Polyarnyy, Murmansk Oblast, Russia",Russia,69.333333333333,32.0,0,Ce,Ce,https://www.mindat.org/loc-309424.html
2787,"Dodo Mine, Saranpaul, Berezovo district, Khanty-Mansi Autonomous Okrug, Russia",Russia,64.5833333333,59.7166666667,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-2787.html
9898,"Ducat Mine (Dukat Mine), Ducat ore field, Omsukchansky District, Magadan Oblast, Russia",Russia,62.55,155.75,0,Ce,Ce,https://www.mindat.org/loc-9898.html
20442,"Ducat ore field, Omsukchansky District, Magadan Oblast, Russia",Russia,62.574365936831,155.37706375122,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-20442.html
235128,"Dugdu Alkaline Massif, Tuva, Russia",Russia,52.120555555556,98.018333333333,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-235128.html
290542,"Dumortierite mine, Karabash, Chelyabinsk Oblast, Russia",Russia,55.5444444444,60.3841666667,0,Ce,Ce,https://www.mindat.org/loc-290542.html
234100,"Dybryn U deposit, Khiagda ore field, Vitim Plateau, Baunt District, Buryatia, Russia",Russia,53.641098356239,112.3853302002,0,Ce,Ce,https://www.mindat.org/loc-234100.html
221375,"Dzhida Basin, Buryatia, Russia",Russia,50.52,103.25,0,Ce,Ce,https://www.mindat.org/loc-221375.html
192557,"Dzhida W-Mo District, Zakamensky District, Buryatia, Russia",Russia,50.28,103.45,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-192557.html
20371,"El'ozero REE occurrence, Western Keivy Massif, Keivy Mountains, Lovozersky District, Murmansk Oblast, Russia",Russia,67.495555555556,36.726388888889,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-20371.html
179967,"Elet'ozerskii massif, Loukhsky District, Republic of Karelia, Russia",Russia,65.928013888889,31.648719444444,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-179967.html
312971,"Engporr Mountain, Lovozersky District, Murmansk Oblast, Russia",Russia,67.758258,34.803539,0,Ce,Ce,https://www.mindat.org/loc-312971.html
155920,"Ermakovskoe Be Deposit, Kizhinginsky District, Buryatia, Russia",Russia,51.6666666667,109.55,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-155920.html
67743,"Etyka, Baleysky District, Zabaykalsky Krai, Russia",Russia,51.0,116.869722222,0,Ce,Ce,https://www.mindat.org/loc-67743.html
2683,"Eveslogchorr Mt, Murmansk Oblast, Russia",Russia,67.678953394242,33.945007324219,0,Ce; La,La; Ce,https://www.mindat.org/loc-2683.html
125565,"Gulinskii massif (Guli), Maimecha and Kotui Rivers Basin, Krasnoyarsk Krai, Russia",Russia,70.88,101.27,0,Ce,Ce,https://www.mindat.org/loc-125565.html
2681,"Hackman Valley, Yukspor Mountain, Murmansk Oblast, Russia",Russia,67.661798477095,33.809480667114,0,Ce; La,La; Ce,https://www.mindat.org/loc-2681.html
20430,"Hackmanite Stock (Pegmatite #62), Karnasurt Mountain, Lovozersky District, Murmansk Oblast, Russia",Russia,67.905277777778,34.713055555556,0,Ce,Ce,https://www.mindat.org/loc-20430.html
228117,"Hasavarka, Komi Republic, Russia",Russia,65.0552,60.8471,0,Ce,Ce,https://www.mindat.org/loc-228117.html
5461,"Ichetuyskoye, Dzhidinsky District, Buryatia, Russia",Russia,50.579166666667,105.45388888889,0,Ce,Ce,https://www.mindat.org/loc-5461.html
210953,"Iksha, Dmitrovsky District, Moscow Oblast, Russia",Russia,56.160560477239,37.503075693452,0,Ce,Ce,https://www.mindat.org/loc-210953.html
51092,"Impilakhti, Pitkyaranta mining district, Pitkyarantsky District, Republic of Karelia, Russia",Russia,61.66667,31.16667,0,Ce; Y,Y; Ce,https://www.mindat.org/loc-51092.html
2818,"Inagli Massif, Aldan, Sakha, Russia",Russia,58.7333333333,124.933333333,0,Ce,Ce,https://www.mindat.org/loc-2818.html
437700,"Jarva-Varaka layered massif, Monchegorsk, Murmansk Oblast, Russia",Russia,68.000555555556,32.746388888889,0,Ce,Ce,https://www.mindat.org/loc-437700.html
2689,"Karnasurt Mountain, Lovozersky District, Murmansk Oblast, Russia",Russia,67.8808065,34.6817436,0,Ce; La,La; Ce,https://www.mindat.org/loc-2689.html
